EmprestimoID,UsuarioID,LivroID,Data_Emprestimo,Data_Devolucao
2686,22,57,2022-12-26 18:50:07.022214,2023-01-28 18:50:07.040545
2687,7,78,2023-09-06 18:50:07.022218,2022-11-21 18:50:07.040548
2688,8,46,2023-08-08 18:50:07.022221,2023-08-23 18:50:07.040552
2689,37,82,2022-11-19 18:50:07.022224,2023-02-18 18:50:07.040555
2690,41,43,2023-01-05 18:50:07.022228,2023-05-10 18:50:07.040559
2691,9,80,2022-11-03 18:50:07.022232,2023-04-21 18:50:07.040563
2692,51,32,2023-01-18 18:50:07.022235,2023-06-21 18:50:07.040566
2693,100,89,2023-01-31 18:50:07.022239,2023-02-16 18:50:07.040570
2694,48,51,2023-07-08 18:50:07.022242,2023-04-20 18:50:07.040573
2695,46,90,2023-04-08 18:50:07.022246,2023-01-20 18:50:07.040577
2696,79,85,2022-10-26 18:50:07.022249,2023-07-01 18:50:07.040580
2697,9,51,2023-05-13 18:50:07.022253,2023-07-01 18:50:07.040584
2698,42,44,2023-07-14 18:50:07.022256,2023-01-21 18:50:07.040588
2699,9,34,2022-12-15 18:50:07.022260,2023-02-22 18:50:07.040591
2700,61,46,2023-06-02 18:50:07.022263,2023-07-02 18:50:07.040595
2701,87,42,2023-02-18 18:50:07.022271,2023-04-29 18:50:07.040598
2702,70,100,2023-04-20 18:50:07.022274,2023-08-27 18:50:07.040602
2703,98,22,2022-12-05 18:50:07.022278,2023-01-10 18:50:07.040606
2704,93,100,2022-12-16 18:50:07.022282,2023-09-11 18:50:07.040609
2705,19,9,2022-12-19 18:50:07.022285,2022-10-10 18:50:07.040613
2706,57,68,2022-12-04 18:50:07.022289,2022-11-01 18:50:07.040616
2707,30,88,2023-03-12 18:50:07.022292,2023-06-21 18:50:07.040620
2708,29,99,2023-02-11 18:50:07.022296,2023-07-05 18:50:07.040623
2709,89,2,2023-02-27 18:50:07.022299,2023-02-24 18:50:07.040627
2710,44,71,2023-04-06 18:50:07.022303,2023-03-04 18:50:07.040630
2711,7,92,2023-08-24 18:50:07.022306,2023-03-15 18:50:07.040634
2712,24,41,2023-01-30 18:50:07.022310,2023-09-14 18:50:07.040637
2713,15,75,2023-08-08 18:50:07.022313,2023-09-09 18:50:07.040642
2714,40,44,2023-04-20 18:50:07.022317,2022-09-26 18:50:07.040645
2715,21,38,2023-08-28 18:50:07.022320,2023-09-16 18:50:07.040648
2716,13,34,2023-01-04 18:50:07.022324,2022-12-17 18:50:07.040652
2717,63,67,2023-09-04 18:50:07.022328,2023-04-01 18:50:07.040656
2718,18,56,2023-08-07 18:50:07.022331,2022-12-13 18:50:07.040659
2719,12,31,2023-09-17 18:50:07.022335,2023-07-10 18:50:07.040663
2720,79,39,2022-12-04 18:50:07.022338,2023-02-10 18:50:07.040666
2721,77,70,2023-04-08 18:50:07.022342,2023-01-17 18:50:07.040670
2722,67,62,2023-04-24 18:50:07.022345,2022-11-22 18:50:07.040673
2723,77,9,2023-07-12 18:50:07.022349,2022-12-12 18:50:07.040677
2724,67,66,2022-11-17 18:50:07.022352,2023-07-12 18:50:07.040680
2725,17,29,2023-07-30 18:50:07.022356,2023-04-04 18:50:07.040684
2726,29,24,2023-05-30 18:50:07.022359,2023-02-12 18:50:07.040688
2727,90,76,2023-04-12 18:50:07.022362,2023-01-21 18:50:07.040691
2728,57,43,2023-07-14 18:50:07.022366,2022-11-26 18:50:07.040695
2729,18,5,2023-04-15 18:50:07.022370,2023-01-20 18:50:07.040698
2730,20,51,2023-01-04 18:50:07.022374,2022-10-15 18:50:07.040702
2731,33,85,2023-01-04 18:50:07.022379,2023-01-26 18:50:07.040705
2732,17,4,2022-09-27 18:50:07.022382,2023-04-05 18:50:07.040709
2733,66,69,2022-12-28 18:50:07.022386,2022-12-26 18:50:07.040713
2734,19,90,2023-02-20 18:50:07.022389,2023-07-26 18:50:07.040716
2735,26,14,2022-11-12 18:50:07.022393,2023-03-04 18:50:07.040720
2736,38,7,2023-03-05 18:50:07.022397,2023-05-14 18:50:07.040724
2737,33,79,2023-09-17 18:50:07.022400,2022-12-23 18:50:07.040727
2738,95,75,2023-08-09 18:50:07.022404,2023-08-18 18:50:07.040731
2739,19,65,2023-07-10 18:50:07.022408,2023-01-05 18:50:07.040734
2740,80,40,2023-02-05 18:50:07.022411,2023-07-17 18:50:07.040738
2741,88,42,2023-02-11 18:50:07.022415,2022-10-05 18:50:07.040741
2742,8,23,2023-07-24 18:50:07.022418,2022-10-01 18:50:07.040745
2743,57,90,2023-05-05 18:50:07.022422,2023-04-06 18:50:07.040748
2744,16,62,2023-05-18 18:50:07.022425,2023-05-12 18:50:07.040752
2745,23,54,2023-09-14 18:50:07.022429,2022-12-29 18:50:07.040756
2746,19,12,2023-07-23 18:50:07.022432,2023-06-15 18:50:07.040759
2747,94,78,2023-02-04 18:50:07.022436,2023-09-05 18:50:07.040762
2748,31,95,2023-06-26 18:50:07.022439,2022-12-15 18:50:07.040766
2749,4,91,2023-08-30 18:50:07.022443,2023-03-11 18:50:07.040770
2750,21,70,2023-03-04 18:50:07.022446,2022-12-21 18:50:07.040773
2751,100,91,2023-05-15 18:50:07.022450,2023-02-20 18:50:07.040776
2752,44,69,2022-11-19 18:50:07.022454,2023-02-04 18:50:07.040780
2753,28,2,2023-04-19 18:50:07.022457,2022-12-28 18:50:07.040784
2754,86,23,2023-06-07 18:50:07.022461,2023-01-09 18:50:07.040787
2755,2,34,2023-04-04 18:50:07.022465,2023-01-26 18:50:07.040791
2756,1,20,2023-04-12 18:50:07.022468,2023-09-02 18:50:07.040794
2757,61,62,2023-07-16 18:50:07.022471,2022-11-11 18:50:07.040798
2758,20,35,2023-09-01 18:50:07.022475,2023-08-24 18:50:07.040802
2759,29,28,2023-02-19 18:50:07.022479,2022-11-09 18:50:07.040811
2760,19,36,2023-06-14 18:50:07.022482,2023-01-10 18:50:07.040815
2761,37,11,2023-03-30 18:50:07.022486,2022-12-30 18:50:07.040818
2762,70,95,2023-08-18 18:50:07.022490,2023-05-15 18:50:07.040822
2763,82,68,2023-05-02 18:50:07.022494,2023-05-31 18:50:07.040825
2764,36,34,2023-03-01 18:50:07.022497,2023-01-11 18:50:07.040828
2765,35,17,2023-08-24 18:50:07.022501,2023-02-14 18:50:07.040832
2766,33,35,2023-07-10 18:50:07.022504,2022-12-06 18:50:07.040835
2767,36,28,2023-01-31 18:50:07.022508,2022-11-26 18:50:07.040839
2768,8,42,2022-10-05 18:50:07.022512,2023-05-08 18:50:07.040842
2769,44,93,2023-07-27 18:50:07.022516,2023-05-06 18:50:07.040846
2770,13,3,2023-06-12 18:50:07.022519,2023-07-19 18:50:07.040849
2771,26,34,2023-06-10 18:50:07.022523,2023-05-17 18:50:07.040853
2772,85,66,2023-07-30 18:50:07.022526,2023-07-12 18:50:07.040856
2773,58,15,2022-10-23 18:50:07.022530,2023-05-28 18:50:07.040860
2774,37,100,2023-07-04 18:50:07.022533,2022-10-22 18:50:07.040863
2775,81,100,2022-11-06 18:50:07.022537,2023-07-31 18:50:07.040867
2776,70,38,2023-03-12 18:50:07.022540,2023-08-07 18:50:07.040871
2777,69,70,2023-03-08 18:50:07.022544,2023-09-04 18:50:07.040874
2778,58,45,2022-10-22 18:50:07.022547,2023-07-07 18:50:07.040878
2779,8,30,2023-09-01 18:50:07.022551,2023-08-21 18:50:07.040881
2780,46,77,2023-04-08 18:50:07.022554,2023-02-09 18:50:07.040885
2781,44,88,2023-02-23 18:50:07.022558,2023-03-31 18:50:07.040888
2782,33,51,2022-10-26 18:50:07.022561,2022-12-19 18:50:07.040892
2783,68,66,2023-01-07 18:50:07.022565,2022-12-06 18:50:07.040895
2784,2,26,2023-01-14 18:50:07.022568,2022-10-11 18:50:07.040899
2785,6,11,2023-08-30 18:50:07.022572,2023-03-13 18:50:07.040902
2786,46,71,2023-03-26 18:50:07.022575,2023-07-16 18:50:07.040906
2787,60,47,2023-08-25 18:50:07.022579,2023-09-25 18:50:07.040909
2788,95,76,2023-04-10 18:50:07.022583,2023-05-29 18:50:07.040913
2789,24,22,2023-09-10 18:50:07.022586,2023-07-29 18:50:07.040916
2790,43,36,2022-12-18 18:50:07.022589,2023-06-23 18:50:07.040920
2791,98,80,2023-05-02 18:50:07.022593,2023-09-11 18:50:07.040924
2792,20,82,2023-02-17 18:50:07.022596,2023-06-25 18:50:07.040927
2793,74,31,2023-09-08 18:50:07.022600,2023-02-15 18:50:07.040931
2794,84,36,2023-08-21 18:50:07.022604,2023-09-04 18:50:07.040938
2795,33,60,2022-10-20 18:50:07.022607,2023-04-01 18:50:07.040942
2796,40,29,2023-06-25 18:50:07.022610,2023-03-05 18:50:07.040945
2797,79,63,2023-03-25 18:50:07.022614,2023-02-28 18:50:07.040949
2798,30,17,2023-09-20 18:50:07.022618,2022-12-17 18:50:07.040953
2799,7,41,2023-07-14 18:50:07.022621,2023-09-20 18:50:07.040956
2800,74,100,2023-03-19 18:50:07.022624,2023-05-27 18:50:07.040960
2801,90,58,2023-03-08 18:50:07.022628,2023-01-16 18:50:07.040963
2802,73,57,2022-11-11 18:50:07.022632,2022-09-27 18:50:07.040967
2803,67,26,2023-02-26 18:50:07.022635,2023-03-22 18:50:07.040970
2804,90,3,2023-07-30 18:50:07.022639,2023-06-17 18:50:07.040974
2805,21,56,2023-04-01 18:50:07.022642,2022-11-21 18:50:07.040977
2806,26,30,2023-05-16 18:50:07.022646,2023-04-24 18:50:07.040981
2807,26,71,2022-12-05 18:50:07.022649,2023-01-23 18:50:07.040984
2808,94,48,2023-08-19 18:50:07.022653,2023-08-14 18:50:07.040988
2809,18,47,2023-09-12 18:50:07.022656,2022-09-30 18:50:07.040991
2810,12,82,2022-12-16 18:50:07.022660,2023-06-12 18:50:07.040995
2811,45,92,2023-07-10 18:50:07.022663,2022-11-03 18:50:07.040998
2812,27,49,2022-11-16 18:50:07.022667,2023-08-18 18:50:07.041002
2813,86,9,2023-04-07 18:50:07.022673,2023-06-19 18:50:07.041005
2814,22,86,2022-10-13 18:50:07.022678,2023-01-20 18:50:07.041009
2815,67,76,2023-03-11 18:50:07.022684,2022-12-26 18:50:07.041013
2816,24,6,2023-08-09 18:50:07.022687,2023-06-20 18:50:07.041016
2817,100,70,2023-04-28 18:50:07.022691,2022-11-25 18:50:07.041019
2818,28,8,2022-10-19 18:50:07.022695,2023-03-27 18:50:07.041023
2819,32,50,2023-03-11 18:50:07.022698,2023-07-16 18:50:07.041027
2820,20,31,2022-12-06 18:50:07.022702,2023-03-11 18:50:07.041030
2821,7,81,2023-04-10 18:50:07.022705,2023-05-18 18:50:07.041034
2822,11,40,2023-05-13 18:50:07.022709,2022-12-26 18:50:07.041037
2823,65,21,2022-11-05 18:50:07.022712,2023-05-05 18:50:07.041040
2824,54,92,2023-04-27 18:50:07.022716,2023-05-12 18:50:07.041044
2825,92,44,2023-07-25 18:50:07.022719,2023-05-03 18:50:07.041047
2826,14,71,2023-05-19 18:50:07.022723,2023-09-01 18:50:07.041051
2827,97,61,2023-05-18 18:50:07.022726,2023-06-17 18:50:07.041054
2828,49,78,2023-07-05 18:50:07.022730,2023-05-29 18:50:07.041058
2829,22,61,2022-11-01 18:50:07.022733,2023-07-14 18:50:07.041062
2830,51,57,2023-07-28 18:50:07.022737,2023-07-04 18:50:07.041065
2831,82,21,2023-06-07 18:50:07.022740,2023-05-21 18:50:07.041069
2832,37,49,2023-04-13 18:50:07.022744,2023-04-20 18:50:07.041072
2833,45,23,2023-05-17 18:50:07.022748,2022-10-14 18:50:07.041076
2834,50,44,2023-09-09 18:50:07.022751,2023-03-19 18:50:07.041080
2835,7,83,2023-01-16 18:50:07.022755,2023-08-01 18:50:07.041083
2836,76,99,2022-11-27 18:50:07.022759,2022-11-11 18:50:07.041086
2837,66,63,2023-02-28 18:50:07.022762,2022-12-04 18:50:07.041090
2838,6,54,2023-07-03 18:50:07.022766,2023-08-22 18:50:07.041094
2839,59,20,2022-11-12 18:50:07.022769,2023-05-15 18:50:07.041097
2840,67,17,2022-12-14 18:50:07.022773,2023-07-12 18:50:07.041101
2841,57,73,2023-02-08 18:50:07.022776,2023-06-06 18:50:07.041104
2842,17,64,2023-06-03 18:50:07.022780,2022-12-05 18:50:07.041107
2843,84,65,2023-07-25 18:50:07.022783,2023-06-09 18:50:07.041111
2844,12,21,2023-04-04 18:50:07.022787,2023-07-04 18:50:07.041115
2845,9,36,2023-05-02 18:50:07.022791,2022-12-08 18:50:07.041118
2846,29,66,2022-10-16 18:50:07.022794,2023-02-02 18:50:07.041121
2847,84,78,2023-03-11 18:50:07.022798,2023-05-03 18:50:07.041125
2848,100,12,2023-09-04 18:50:07.022802,2023-01-06 18:50:07.041129
2849,71,71,2022-10-05 18:50:07.022812,2023-03-22 18:50:07.041132
2850,39,18,2023-09-14 18:50:07.022816,2023-07-07 18:50:07.041136
2851,63,39,2022-12-14 18:50:07.022820,2023-09-01 18:50:07.041139
2852,82,42,2022-10-19 18:50:07.022823,2023-03-21 18:50:07.041143
2853,8,47,2023-04-16 18:50:07.022827,2023-09-20 18:50:07.041147
2854,40,30,2023-03-17 18:50:07.022830,2023-08-02 18:50:07.041150
2855,7,92,2022-10-28 18:50:07.022834,2023-01-15 18:50:07.041154
2856,24,99,2023-03-06 18:50:07.022837,2022-12-09 18:50:07.041157
2857,22,57,2023-05-15 18:50:07.022841,2022-11-01 18:50:07.041161
2858,63,22,2022-12-06 18:50:07.022845,2022-10-26 18:50:07.041164
2859,34,36,2022-10-08 18:50:07.022848,2023-08-10 18:50:07.041168
2860,80,99,2022-12-27 18:50:07.022852,2023-07-07 18:50:07.041171
2861,26,20,2023-02-01 18:50:07.022855,2023-03-14 18:50:07.041175
2862,2,5,2023-08-23 18:50:07.022859,2023-03-24 18:50:07.041178
2863,88,8,2023-09-06 18:50:07.022862,2023-04-12 18:50:07.041182
2864,7,78,2022-11-22 18:50:07.022866,2023-03-10 18:50:07.041185
2865,96,22,2023-08-10 18:50:07.022869,2023-05-30 18:50:07.041189
2866,89,88,2022-10-09 18:50:07.022873,2023-04-12 18:50:07.041193
2867,30,92,2023-03-24 18:50:07.022877,2023-07-02 18:50:07.041196
2868,66,77,2023-01-13 18:50:07.022881,2022-10-01 18:50:07.041199
2869,86,77,2023-04-07 18:50:07.022884,2022-11-24 18:50:07.041203
2870,21,53,2022-12-12 18:50:07.022887,2023-06-07 18:50:07.041206
2871,79,81,2023-05-05 18:50:07.022891,2023-06-25 18:50:07.041210
2872,93,83,2023-01-07 18:50:07.022894,2022-12-06 18:50:07.041214
2873,48,85,2023-07-26 18:50:07.022898,2023-07-29 18:50:07.041217
2874,48,78,2023-04-13 18:50:07.022902,2023-08-19 18:50:07.041221
2875,29,45,2023-01-31 18:50:07.022905,2022-12-22 18:50:07.041224
2876,49,20,2023-07-08 18:50:07.022909,2023-04-30 18:50:07.041228
2877,84,69,2023-03-11 18:50:07.022912,2023-06-12 18:50:07.041231
2878,29,1,2023-05-04 18:50:07.022916,2023-07-01 18:50:07.041235
2879,11,64,2023-07-30 18:50:07.022919,2023-08-07 18:50:07.041239
2880,45,5,2022-10-18 18:50:07.022923,2023-06-19 18:50:07.041242
2881,93,62,2023-03-30 18:50:07.022926,2023-04-02 18:50:07.041246
2882,60,94,2023-08-22 18:50:07.022930,2022-11-07 18:50:07.041249
2883,83,85,2023-01-12 18:50:07.022937,2023-03-26 18:50:07.041253
2884,31,59,2023-04-07 18:50:07.022941,2023-03-21 18:50:07.041256
2885,59,9,2022-12-13 18:50:07.022944,2023-08-15 18:50:07.041260
2886,6,67,2023-03-21 18:50:07.022948,2022-11-16 18:50:07.041263
2887,29,68,2023-04-25 18:50:07.022952,2023-07-23 18:50:07.041267
2888,72,12,2023-09-10 18:50:07.022955,2023-04-14 18:50:07.041270
2889,92,44,2023-04-17 18:50:07.022959,2023-03-15 18:50:07.041274
2890,69,68,2023-04-03 18:50:07.022963,2023-05-08 18:50:07.041277
2891,44,41,2023-02-17 18:50:07.022966,2023-08-31 18:50:07.041281
2892,58,70,2023-06-20 18:50:07.022970,2023-07-08 18:50:07.041285
2893,57,91,2022-11-18 18:50:07.022974,2022-11-04 18:50:07.041288
2894,17,89,2023-07-23 18:50:07.022977,2023-04-23 18:50:07.041292
2895,84,91,2022-10-23 18:50:07.022981,2023-08-22 18:50:07.041295
2896,54,22,2022-11-20 18:50:07.022985,2023-08-04 18:50:07.041299
2897,1,19,2023-08-22 18:50:07.022988,2022-11-22 18:50:07.041302
2898,99,59,2022-11-20 18:50:07.022992,2023-05-23 18:50:07.041306
2899,27,76,2023-05-29 18:50:07.022995,2022-12-12 18:50:07.041309
2900,28,90,2022-10-21 18:50:07.022999,2023-01-03 18:50:07.041313
2901,25,27,2023-05-26 18:50:07.023002,2022-11-24 18:50:07.041316
2902,49,47,2023-06-25 18:50:07.023006,2023-02-01 18:50:07.041320
2903,100,51,2022-11-29 18:50:07.023010,2023-09-19 18:50:07.041323
2904,4,19,2023-09-05 18:50:07.023013,2022-10-09 18:50:07.041327
2905,55,43,2022-11-18 18:50:07.023017,2023-02-08 18:50:07.041330
2906,25,46,2022-11-19 18:50:07.023020,2022-11-27 18:50:07.041334
2907,45,76,2023-05-28 18:50:07.023024,2023-03-14 18:50:07.041337
2908,74,12,2023-04-29 18:50:07.023027,2023-01-30 18:50:07.041341
2909,73,54,2023-02-12 18:50:07.023031,2023-03-24 18:50:07.041344
2910,81,43,2023-01-27 18:50:07.023035,2023-02-28 18:50:07.041348
2911,76,40,2023-08-31 18:50:07.023038,2023-06-18 18:50:07.041351
2912,78,25,2023-09-16 18:50:07.023042,2022-11-16 18:50:07.041355
2913,4,34,2023-07-24 18:50:07.023046,2022-12-31 18:50:07.041358
2914,50,79,2023-07-26 18:50:07.023049,2023-05-24 18:50:07.041362
2915,57,94,2023-05-06 18:50:07.023053,2022-10-18 18:50:07.041365
2916,82,53,2022-10-12 18:50:07.023056,2022-12-27 18:50:07.041368
2917,2,60,2023-04-16 18:50:07.023060,2023-05-03 18:50:07.041372
2918,18,8,2023-05-23 18:50:07.023063,2023-06-16 18:50:07.041375
2919,29,79,2023-03-27 18:50:07.023067,2023-07-20 18:50:07.041380
2920,96,85,2022-12-06 18:50:07.023071,2023-08-27 18:50:07.041383
2921,13,63,2023-02-08 18:50:07.023074,2022-12-26 18:50:07.041387
2922,59,30,2023-05-21 18:50:07.023077,2022-10-24 18:50:07.041390
2923,99,65,2023-09-15 18:50:07.023081,2022-10-04 18:50:07.041394
2924,43,78,2023-09-17 18:50:07.023085,2023-03-18 18:50:07.041397
2925,6,27,2023-03-30 18:50:07.023088,2023-07-04 18:50:07.041402
2926,68,81,2022-10-06 18:50:07.023092,2022-12-20 18:50:07.041405
2927,13,74,2023-05-30 18:50:07.023095,2022-10-21 18:50:07.041409
2928,3,13,2023-08-25 18:50:07.023099,2023-08-05 18:50:07.041412
2929,42,86,2022-10-31 18:50:07.023103,2023-01-27 18:50:07.041416
2930,32,12,2022-12-24 18:50:07.023106,2023-03-21 18:50:07.041419
2931,43,98,2023-08-07 18:50:07.023110,2023-05-14 18:50:07.041423
2932,18,20,2023-05-12 18:50:07.023113,2023-02-22 18:50:07.041426
2933,14,66,2023-08-28 18:50:07.023117,2023-02-18 18:50:07.041430
2934,56,12,2022-12-20 18:50:07.023120,2022-10-29 18:50:07.041434
2935,23,14,2023-03-26 18:50:07.023124,2023-06-23 18:50:07.041437
2936,17,3,2023-07-01 18:50:07.023128,2022-11-18 18:50:07.041440
2937,74,15,2023-07-02 18:50:07.023131,2023-02-19 18:50:07.041444
2938,53,72,2023-05-27 18:50:07.023135,2023-04-25 18:50:07.041448
2939,46,5,2022-11-19 18:50:07.023139,2023-07-26 18:50:07.041451
2940,17,12,2023-01-28 18:50:07.023142,2023-08-31 18:50:07.041455
2941,21,30,2022-12-04 18:50:07.023146,2023-03-20 18:50:07.041458
2942,14,87,2023-08-25 18:50:07.023149,2023-09-09 18:50:07.041462
2943,15,66,2022-12-24 18:50:07.023153,2023-08-18 18:50:07.041466
2944,74,83,2023-06-16 18:50:07.023156,2022-10-19 18:50:07.041469
2945,68,83,2023-05-26 18:50:07.023160,2023-05-27 18:50:07.041473
2946,93,6,2023-03-26 18:50:07.023164,2022-10-29 18:50:07.041476
2947,54,47,2023-02-01 18:50:07.023167,2023-09-24 18:50:07.041481
2948,40,83,2022-12-12 18:50:07.023171,2023-02-26 18:50:07.041484
2949,95,19,2023-08-25 18:50:07.023174,2022-11-01 18:50:07.041487
2950,35,2,2023-06-17 18:50:07.023178,2023-04-05 18:50:07.041491
2951,61,54,2023-07-20 18:50:07.023182,2023-06-10 18:50:07.041495
2952,11,25,2022-10-09 18:50:07.023185,2022-10-23 18:50:07.041498
2953,25,44,2022-10-07 18:50:07.023189,2023-02-03 18:50:07.041502
2954,30,64,2023-04-03 18:50:07.023193,2023-04-27 18:50:07.041505
2955,36,18,2023-04-16 18:50:07.023196,2023-03-24 18:50:07.041509
2956,11,85,2023-05-23 18:50:07.023200,2023-05-17 18:50:07.041512
2957,67,35,2023-02-28 18:50:07.023203,2022-12-02 18:50:07.041516
2958,14,32,2022-10-31 18:50:07.023207,2022-11-04 18:50:07.041519
2959,21,38,2023-06-18 18:50:07.023210,2022-11-14 18:50:07.041523
2960,77,35,2022-12-08 18:50:07.023214,2023-07-05 18:50:07.041526
2961,13,5,2023-08-23 18:50:07.023217,2023-05-12 18:50:07.041530
2962,90,33,2023-07-11 18:50:07.023221,2022-12-10 18:50:07.041533
2963,91,91,2023-02-26 18:50:07.023225,2023-06-10 18:50:07.041537
2964,49,69,2023-09-01 18:50:07.023228,2023-09-22 18:50:07.041540
2965,98,73,2023-01-09 18:50:07.023232,2023-06-26 18:50:07.041544
2966,70,4,2022-10-16 18:50:07.023235,2023-02-06 18:50:07.041548
2967,52,23,2023-03-12 18:50:07.023239,2023-01-08 18:50:07.041551
2968,7,12,2022-10-15 18:50:07.023242,2023-03-14 18:50:07.041555
2969,49,58,2023-02-15 18:50:07.023246,2023-08-10 18:50:07.041558
2970,24,57,2023-02-11 18:50:07.023249,2023-05-23 18:50:07.041562
2971,42,23,2023-06-29 18:50:07.023253,2023-08-09 18:50:07.041565
2972,28,8,2023-01-08 18:50:07.023256,2023-09-01 18:50:07.041569
2973,54,59,2023-07-12 18:50:07.023260,2022-10-20 18:50:07.041573
2974,94,37,2022-10-29 18:50:07.023263,2023-01-03 18:50:07.041576
2975,10,39,2023-05-25 18:50:07.023267,2023-04-05 18:50:07.041579
2976,27,62,2023-01-01 18:50:07.023270,2023-04-09 18:50:07.041583
2977,85,17,2022-10-18 18:50:07.023274,2023-03-21 18:50:07.041587
2978,67,84,2022-10-07 18:50:07.023278,2022-11-21 18:50:07.041590
2979,13,95,2023-07-09 18:50:07.023281,2022-10-31 18:50:07.041594
2980,67,18,2023-04-15 18:50:07.023285,2023-04-28 18:50:07.041597
2981,35,61,2023-03-10 18:50:07.023288,2023-07-29 18:50:07.041600
2982,66,56,2023-09-07 18:50:07.023292,2023-07-31 18:50:07.041604
2983,58,84,2023-05-31 18:50:07.023296,2023-06-09 18:50:07.041608
2984,68,34,2023-07-02 18:50:07.023300,2023-04-30 18:50:07.041611
2985,49,32,2023-05-21 18:50:07.023303,2022-09-27 18:50:07.041615
2986,64,74,2023-07-18 18:50:07.023307,2023-06-05 18:50:07.041618
2987,61,9,2023-06-04 18:50:07.023310,2023-06-06 18:50:07.041621
2988,60,15,2022-10-23 18:50:07.023314,2023-08-22 18:50:07.041625
2989,10,61,2023-02-16 18:50:07.023317,2023-06-19 18:50:07.041629
2990,10,24,2022-11-14 18:50:07.023321,2023-09-21 18:50:07.041632
2991,4,22,2023-03-06 18:50:07.023324,2023-02-26 18:50:07.041636
2992,75,72,2023-05-26 18:50:07.023328,2022-10-10 18:50:07.041639
2993,6,30,2023-02-02 18:50:07.023331,2023-01-20 18:50:07.041643
2994,88,99,2022-12-02 18:50:07.023335,2022-11-21 18:50:07.041646
2995,75,96,2023-08-11 18:50:07.023339,2023-09-06 18:50:07.041650
2996,32,58,2023-07-17 18:50:07.023342,2022-10-11 18:50:07.041653
2997,26,42,2023-02-08 18:50:07.023346,2023-04-05 18:50:07.041657
2998,84,16,2023-01-09 18:50:07.023350,2023-09-26 18:50:07.041660
2999,96,75,2022-12-10 18:50:07.023353,2023-08-01 18:50:07.041664
3000,97,69,2022-11-03 18:50:07.023357,2023-09-06 18:50:07.041667
3001,21,90,2023-03-28 18:50:07.023360,2023-03-16 18:50:07.041671
3002,2,91,2023-08-02 18:50:07.023364,2023-01-28 18:50:07.041674
3003,58,90,2023-04-29 18:50:07.023368,2022-12-26 18:50:07.041678
3004,81,18,2023-04-28 18:50:07.023371,2023-03-30 18:50:07.041681
3005,51,82,2023-08-19 18:50:07.023375,2023-09-19 18:50:07.041685
3006,24,84,2023-06-27 18:50:07.023378,2022-10-02 18:50:07.041689
3007,47,82,2022-12-09 18:50:07.023382,2023-06-12 18:50:07.041692
3008,62,66,2023-07-13 18:50:07.023386,2023-09-05 18:50:07.041696
3009,28,98,2022-12-28 18:50:07.023389,2023-03-29 18:50:07.041699
3010,12,58,2023-05-31 18:50:07.023392,2023-06-20 18:50:07.041703
3011,50,2,2023-01-12 18:50:07.023396,2022-10-09 18:50:07.041706
3012,78,99,2022-10-22 18:50:07.023400,2023-02-07 18:50:07.041710
3013,48,33,2023-08-14 18:50:07.023403,2023-09-03 18:50:07.041713
3014,56,68,2023-05-31 18:50:07.023407,2022-12-06 18:50:07.041717
3015,20,42,2023-01-31 18:50:07.023411,2023-04-07 18:50:07.041720
3016,71,77,2023-08-08 18:50:07.023414,2023-05-15 18:50:07.041723
3017,42,45,2023-01-26 18:50:07.023418,2022-12-07 18:50:07.041727
3018,73,78,2023-05-13 18:50:07.023422,2023-05-04 18:50:07.041731
3019,85,26,2022-10-12 18:50:07.023425,2023-07-23 18:50:07.041734
3020,90,68,2023-05-31 18:50:07.023429,2023-04-26 18:50:07.041738
3021,11,73,2023-01-11 18:50:07.023432,2023-04-12 18:50:07.041741
3022,52,64,2023-02-17 18:50:07.023436,2023-07-10 18:50:07.041744
3023,79,71,2023-07-09 18:50:07.023440,2022-12-04 18:50:07.041748
3024,9,62,2023-03-10 18:50:07.023443,2023-02-25 18:50:07.041752
3025,46,20,2023-04-28 18:50:07.023447,2023-07-26 18:50:07.041755
3026,70,49,2023-05-31 18:50:07.023451,2023-02-14 18:50:07.041759
3027,84,14,2023-03-14 18:50:07.023454,2023-05-17 18:50:07.041762
3028,20,78,2023-06-27 18:50:07.023458,2023-02-10 18:50:07.041766
3029,4,56,2023-03-02 18:50:07.023461,2023-04-06 18:50:07.041770
3030,80,75,2023-08-24 18:50:07.023465,2023-08-11 18:50:07.041773
3031,12,62,2023-07-13 18:50:07.023469,2022-12-29 18:50:07.041777
3032,3,95,2023-07-27 18:50:07.023473,2023-03-12 18:50:07.041780
3033,2,10,2022-09-27 18:50:07.023477,2023-08-07 18:50:07.041784
3034,31,93,2023-08-19 18:50:07.023480,2023-05-08 18:50:07.041787
3035,55,52,2022-10-24 18:50:07.023484,2023-04-27 18:50:07.041791
3036,56,68,2023-09-24 18:50:07.023487,2023-07-13 18:50:07.041794
3037,60,58,2023-09-04 18:50:07.023491,2022-11-30 18:50:07.041798
3038,42,90,2023-07-25 18:50:07.023494,2023-02-01 18:50:07.041801
3039,69,64,2023-05-28 18:50:07.023498,2023-04-25 18:50:07.041810
3040,6,45,2023-02-04 18:50:07.023501,2023-08-24 18:50:07.041814
3041,82,34,2023-07-25 18:50:07.023505,2023-03-11 18:50:07.041818
3042,70,94,2023-07-25 18:50:07.023509,2023-06-23 18:50:07.041821
